Family,Group/Tag,Weight
Cousine,/Expressive/Vintage,97
Cousine,/Monospace/Monospace,100
Cousine,/Sans/Neo Grotesque,80
Coustard,/Expressive/Calm,76
Coustard,/Expressive/Playful,1
Coustard,/Expressive/Rugged,5
Coustard,/Expressive/Sincere,57
Coustard,/Serif/Humanist Venetian,40
Coustard,/Serif/Transitional,40
Coustard,/Slab/Humanist,20
Covered By Your Grace,/Expressive/Artistic,22
Covered By Your Grace,/Expressive/Awkward,12
Covered By Your Grace,/Expressive/Childlike,56
Covered By Your Grace,/Expressive/Cute,8
Covered By Your Grace,/Expressive/Playful,17
Covered By Your Grace,/Script/Handwritten,100
Covered By Your Grace,/Script/Informal,100
Covered By Your Grace,/Theme/Brush,100
Crafty Girls,/Expressive/Artistic,3
Crafty Girls,/Expressive/Awkward,21
Crafty Girls,/Expressive/Childlike,79
Crafty Girls,/Expressive/Cute,55
Crafty Girls,/Expressive/Happy,69
Crafty Girls,/Expressive/Playful,38
Crafty Girls,/Script/Handwritten,100
Crafty Girls,/Script/Informal,100
Crafty Girls,/Theme/Brush,100
Creepster Caps,/Expressive/Awkward,78
Creepster Caps,/Expressive/Calm,56
Creepster Caps,/Expressive/Excited,57
Creepster Caps,/Expressive/Innovative,93
Creepster Caps,/Expressive/Playful,47
Creepster Caps,/Expressive/Rugged,88
Creepster Caps,/Expressive/Vintage,79
Creepster Caps,/Theme/Blobby,5
Creepster Caps,/Theme/Distressed,80
Creepster Caps,/Theme/Wacky,20
Creepster,/Expressive/Awkward,78
Creepster,/Expressive/Calm,56
Creepster,/Expressive/Excited,57
Creepster,/Expressive/Innovative,93
Creepster,/Expressive/Playful,47
Creepster,/Expressive/Rugged,88
Creepster,/Expressive/Vintage,79
Creepster,/Theme/Blobby,5
Creepster,/Theme/Distressed,80
Creepster,/Theme/Wacky,20
Crete Round,/Expressive/Business,55
Crete Round,/Expressive/Calm,97
Crete Round,/Expressive/Happy,1
Crete Round,/Expressive/Sincere,98
Crete Round,/Expressive/Stiff,51
Crete Round,/Slab/Clarendon,100
Crimson Pro,/Expressive/Business,79
Crimson Pro,/Expressive/Calm,97
Crimson Pro,/Expressive/Sincere,97
Crimson Pro,/Expressive/Vintage,97
Crimson Pro,/Serif/Old Style Garalde,100
Crimson Text,/Expressive/Business,79
Crimson Text,/Expressive/Calm,97
Crimson Text,/Expressive/Sincere,99
Crimson Text,/Expressive/Vintage,97
Crimson Text,/Serif/Old Style Garalde,100
Croissant One,/Expressive/Artistic,30
Croissant One,/Expressive/Childlike,10
Croissant One,/Expressive/Cute,41
Croissant One,/Expressive/Loud,40
Croissant One,/Expressive/Playful,22
Croissant One,/Expressive/Sincere,18
Croissant One,/Expressive/Vintage,39
Croissant One,/Script/Informal,80
Croissant One,/Script/Upright Script,80
Croissant One,/Serif/Modern,60
Crushed,/Expressive/Calm,75
Crushed,/Expressive/Innovative,13
Crushed,/Expressive/Loud,31
Crushed,/Expressive/Playful,36
Crushed,/Expressive/Stiff,10
Crushed,/Expressive/Vintage,36
Crushed,/Theme/Art Nouveau,20
Crushed,/Theme/Wacky,10
Cuprum,/Expressive/Business,38
Cuprum,/Expressive/Calm,99
Cuprum,/Expressive/Competent,64
Cuprum,/Expressive/Stiff,78
Cuprum,/Sans/Neo Grotesque,100
Cute Font,/Expressive/Cute,2
Cute Font,/Expressive/Futuristic,96
Cute Font,/Expressive/Innovative,34
Cute Font,/Expressive/Loud,52
Cute Font,/Expressive/Stiff,77
Cute Font,/Expressive/Vintage,59
Cute Font,/Theme/Techno,100
Cute Font,/Theme/Wacky,10
Cutive,/Expressive/Business,11
Cutive,/Expressive/Calm,75
Cutive,/Expressive/Sincere,73
Cutive,/Expressive/Vintage,97
Cutive Mono,/Expressive/Calm,75
Cutive Mono,/Expressive/Sincere,55
Cutive Mono,/Expressive/Vintage,97
Cutive Mono,/Monospace/Monospace,100
Cutive Mono,/Slab/Clarendon,80
Cutive Mono,/Slab/Humanist,10
Cutive,/Slab/Clarendon,80
Cutive,/Slab/Humanist,10
Dai Banna SIL,/Expressive/Business,32
Dai Banna SIL,/Expressive/Calm,94
Dai Banna SIL,/Expressive/Sincere,78
Dai Banna SIL,/Expressive/Vintage,73
Dai Banna SIL,/Serif/Old Style Garalde,40
Dai Banna SIL,/Serif/Transitional,40
Damion,/Expressive/Artistic,31
Damion,/Expressive/Childlike,10
Damion,/Expressive/Cute,70
Damion,/Expressive/Excited,22
Damion,/Expressive/Playful,71
Dancing Script,/Expressive/Artistic,80
Dancing Script,/Expressive/Cute,31
Dancing Script,/Expressive/Happy,94
Dancing Script,/Expressive/Sophisticated,62
Dangrek,/Expressive/Calm,68
Dangrek,/Expressive/Childlike,10
Dangrek,/Expressive/Cute,55
Dangrek,/Expressive/Playful,31
Dangrek,/Sans/Rounded,80
Dangrek,/Theme/Blobby,20
Darker Grotesque,/Expressive/Calm,98
Darumadrop One,/Expressive/Awkward,77
Darumadrop One,/Expressive/Childlike,70
Darumadrop One,/Expressive/Cute,20
Darumadrop One,/Expressive/Innovative,92
Darumadrop One,/Expressive/Playful,67
Darumadrop One,/Expressive/Rugged,23
Darumadrop One,/Theme/Distressed,80
Darumadrop One,/Theme/Wacky,20
David Libre,/Expressive/Calm,93
David Libre,/Expressive/Sincere,99
David Libre,/Expressive/Vintage,97
David Libre,/Serif/Old Style Garalde,100
Dawning of a New Day,/Expressive/Active,35
Dawning of a New Day,/Expressive/Artistic,31
Dawning of a New Day,/Expressive/Cute,31
Dawning of a New Day,/Expressive/Excited,32
Dawning of a New Day,/Expressive/Happy,57
Dawning of a New Day,/Expressive/Playful,94
Days One,/Expressive/Business,71
Days One,/Expressive/Calm,84
Days One,/Expressive/Futuristic,12
Days One,/Expressive/Stiff,73
Dekko,/Expressive/Artistic,41
Dekko,/Expressive/Childlike,78
Dekko,/Expressive/Cute,34
Dekko,/Expressive/Happy,34
Dekko,/Expressive/Playful,34
Dela Gothic One,/Expressive/Awkward,35
Dela Gothic One,/Expressive/Calm,69
Dela Gothic One,/Expressive/Loud,70
Dela Gothic One,/Expressive/Playful,12
Dela Gothic One,/Expressive/Rugged,37
Dela Gothic One,/Expressive/Vintage,49
Dela Gothic One,/Sans/Geometric,10
Dela Gothic One,/Sans/Grotesque,80
Dela Gothic One,/Theme/Wacky,10
Dela Gothic One,/Theme/Woodtype,40
Delicious Handrawn,/Expressive/Awkward,53
Delicious Handrawn,/Expressive/Cute,79
Delicious Handrawn,/Expressive/Excited,22
Delicious Handrawn,/Expressive/Happy,36
Delicious Handrawn,/Expressive/Playful,96
Delius,/Expressive/Calm,57
Delius,/Expressive/Childlike,36
Delius,/Expressive/Cute,100
Delius,/Expressive/Playful,36
Delius Swash Caps,/Expressive/Calm,57
Delius Swash Caps,/Expressive/Childlike,36
Delius Swash Caps,/Expressive/Cute,100
Delius Swash Caps,/Expressive/Playful,36
Delius Unicase,/Expressive/Calm,57
Delius Unicase,/Expressive/Childlike,35
Delius Unicase,/Expressive/Cute,99
Delius Unicase,/Expressive/Playful,38
Della Respira,/Expressive/Artistic,71
Della Respira,/Expressive/Sincere,50
Della Respira,/Expressive/Vintage,77
Denk One,/Expressive/Excited,71
Denk One,/Expressive/Futuristic,73
Denk One,/Expressive/Innovative,54
Denk One,/Expressive/Loud,70
Denk One,/Expressive/Playful,74
Denk One,/Expressive/Stiff,91
Devonshire,/Expressive/Artistic,66
Devonshire,/Expressive/Excited,38
Devonshire,/Expressive/Happy,48
Devonshire,/Expressive/Playful,16
Devonshire,/Script/Handwritten,100
Devonshire,/Script/Informal,100
Devonshire,/Script/Upright Script,80
Dhurjati,/Expressive/Business,1
Dhurjati,/Expressive/Calm,79
Dhurjati,/Expressive/Rugged,29
Dhurjati,/Expressive/Stiff,58
Dhurjati,/Sans/Superellipse,50
Dhurjati,/Theme/Woodtype,60
Dhyana,/Expressive/Business,79
Dhyana,/Expressive/Calm,98
Dhyana,/Expressive/Stiff,42
Dhyana,/Sans/Humanist,100
Didact Gothic,/Expressive/Business,34
Didact Gothic,/Expressive/Calm,100
Didact Gothic,/Expressive/Vintage,96
Didact Gothic,/Sans/Geometric,100
Digital Numbers,/Expressive/Calm,99
Digital Numbers,/Expressive/Futuristic,20
Digital Numbers,/Expressive/Innovative,73
Digital Numbers,/Expressive/Loud,51
Digital Numbers,/Expressive/Playful,11
Digital Numbers,/Expressive/Vintage,96
Digital Numbers,/Monospace/Monospace,100
Digital Numbers,/Theme/Techno,100
Diphylleia,/Expressive/Artistic,22
Diphylleia,/Expressive/Cute,31
Diphylleia,/Expressive/Playful,11
Diphylleia,/Expressive/Vintage,23
Diphylleia,/Script/Informal,20
Diphylleia,/Script/Upright Script,40
Diphylleia,/Serif/Transitional,20
Diplomata,/Expressive/Calm,79
Diplomata,/Expressive/Innovative,93
Diplomata,/Expressive/Loud,70
Diplomata,/Expressive/Rugged,46
Diplomata,/Expressive/Vintage,96
Diplomata SC,/Expressive/Calm,79
Diplomata SC,/Expressive/Innovative,93
Diplomata SC,/Expressive/Loud,70
Diplomata SC,/Expressive/Rugged,46
Diplomata SC,/Expressive/Vintage,96
Diplomata SC,/Script/Informal,20
Diplomata SC,/Script/Upright Script,40
Diplomata SC,/Serif/Didone,100
Diplomata,/Serif/Didone,100
Diplomata,/Theme/Inline,100
DM Mono,/Expressive/Business,23
DM Mono,/Expressive/Calm,99
DM Mono,/Expressive/Sincere,70
DM Mono,/Expressive/Stiff,30
DM Mono,/Expressive/Vintage,71
DM Mono,/Monospace/Monospace,100
DM Mono,/Sans/Geometric,100
DM Mono,/Sans/Neo Grotesque,10
DM Sans,/Expressive/Calm,99
DM Sans,/Expressive/Competent,24
DM Sans,/Expressive/Stiff,52
DM Sans,/Expressive/Vintage,52
DM Sans,/Sans/Geometric,100
DM Sans,/Sans/Neo Grotesque,10
DM Serif Display,/Expressive/Business,95
DM Serif Display,/Expressive/Calm,94
DM Serif Display,/Expressive/Sincere,93
DM Serif Display,/Expressive/Stiff,30
DM Serif Display,/Expressive/Vintage,73
DM Serif Display,/Serif/Transitional,100
DM Serif Text,/Expressive/Business,97
DM Serif Text,/Expressive/Calm,94
DM Serif Text,/Expressive/Sincere,94
DM Serif Text,/Expressive/Stiff,30
DM Serif Text,/Expressive/Vintage,73
DM Serif Text,/Serif/Transitional,100
Do Hyeon,/Expressive/Calm,17
Do Hyeon,/Expressive/Futuristic,79
Do Hyeon,/Expressive/Loud,50
Do Hyeon,/Expressive/Playful,31
Do Hyeon,/Expressive/Stiff,92
Do Hyeon,/Sans/Geometric,20
Do Hyeon,/Sans/Humanist,20
Do Hyeon,/Sans/Superellipse,100
Dokdo,/Expressive/Active,51
Dokdo,/Expressive/Awkward,92
Dokdo,/Expressive/Childlike,96
Dokdo,/Expressive/Excited,52
Dokdo,/Expressive/Happy,60
Dokdo,/Expressive/Loud,34
Dokdo,/Expressive/Playful,100
Dokdo,/Expressive/Rugged,72
Dokdo,/Theme/Brush,100
Domine,/Expressive/Playful,11
Domine,/Expressive/Sincere,95
Domine,/Expressive/Stiff,10
Domine,/Serif/Modern,100
Domine,/Serif/Transitional,20
Donegal One,/Expressive/Business,37
Donegal One,/Expressive/Calm,92
Donegal One,/Expressive/Excited,11
Donegal One,/Expressive/Sincere,99
Donegal One,/Expressive/Vintage,38
Donegal One,/Serif/Transitional,80
Dongle,/Expressive/Calm,93
Dongle,/Expressive/Cute,14
Dongle,/Expressive/Playful,10
Dongle,/Expressive/Vintage,32
Dongle,/Sans/Geometric,100
Dongle,/Sans/Rounded,100
Doppio One,/Expressive/Calm,99
Doppio One,/Expressive/Stiff,78
Doppio One,/Sans/Humanist,100
Dorsa,/Expressive/Artistic,10
Dorsa,/Expressive/Awkward,21
Dorsa,/Expressive/Calm,90
Dorsa,/Expressive/Futuristic,39
Dorsa,/Expressive/Loud,50
Dorsa,/Expressive/Playful,31
Dorsa,/Theme/Art Deco,40
Dosis,/Expressive/Calm,79
Dosis,/Expressive/Childlike,10
Dosis,/Expressive/Happy,4
Dosis,/Expressive/Playful,11
Dosis,/Sans/Geometric,30
Dosis,/Sans/Rounded,100
DotGothic16,/Expressive/Awkward,51
DotGothic16,/Expressive/Futuristic,98
DotGothic16,/Expressive/Innovative,46
DotGothic16,/Expressive/Stiff,10
DotGothic16,/Expressive/Vintage,78
DotGothic16,/Sans/Glyphic,80
DotGothic16,/Sans/Grotesque,30
DotGothic16,/Theme/Techno,100
Dr Sugiyama,/Expressive/Artistic,80
Dr Sugiyama,/Expressive/Loud,50
Dr Sugiyama,/Expressive/Vintage,59
Dr Sugiyama,/Script/Handwritten,30
Dr Sugiyama,/Script/Informal,50
Dr Sugiyama,/Script/Upright Script,100
Duru Sans,/Expressive/Calm,99
Duru Sans,/Expressive/Stiff,55
Duru Sans,/Sans/Humanist,100
Dynalight,/Expressive/Artistic,99
Dynalight,/Expressive/Loud,50
Dynalight,/Expressive/Vintage,96
Dynalight,/Script/Formal,100
DynaPuff,/Expressive/Awkward,41
DynaPuff,/Expressive/Calm,18
DynaPuff,/Expressive/Childlike,70
DynaPuff,/Expressive/Cute,34
DynaPuff,/Expressive/Innovative,44
DynaPuff,/Expressive/Playful,69
DynaPuff,/Sans/Glyphic,100
DynaPuff,/Sans/Rounded,100
DynaPuff,/Theme/Blobby,100
DynaPuff,/Theme/Wacky,50
Eagle Lake,/Expressive/Artistic,92
Eagle Lake,/Expressive/Calm,37
Eagle Lake,/Expressive/Loud,10
Eagle Lake,/Expressive/Vintage,96
Eagle Lake,/Script/Formal,50
Eagle Lake,/Script/Handwritten,70
Eagle Lake,/Theme/Medieval,50
East Sea Dokdo,/Expressive/Active,33
East Sea Dokdo,/Expressive/Childlike,90
East Sea Dokdo,/Expressive/Excited,52
East Sea Dokdo,/Expressive/Innovative,92
East Sea Dokdo,/Expressive/Playful,63
East Sea Dokdo,/Expressive/Rugged,72
East Sea Dokdo,/Script/Handwritten,100
Eater,/Expressive/Awkward,97
Eater,/Expressive/Excited,100
Eater,/Expressive/Innovative,92
Eater,/Theme/Wacky,100
EB Garamond,/Expressive/Business,40
EB Garamond,/Serif/Old Style Garalde,100
Economica,/Expressive/Business,48
Economica,/Expressive/Calm,82
Economica,/Expressive/Competent,74
Economica,/Expressive/Futuristic,68
Economica,/Expressive/Stiff,79
Economica,/Sans/Humanist,80
Economica,/Sans/Superellipse,100
Eczar,/Expressive/Sincere,95
Eczar,/Serif/Old Style Garalde,60
Edu NSW ACT Foundation,/Expressive/Active,59
Edu NSW ACT Foundation,/Expressive/Childlike,90
Edu NSW ACT Foundation,/Script/Handwritten,100
Edu NSW ACT Foundation,/Script/Informal,60
Edu QLD Beginner,/Expressive/Active,95
Edu QLD Beginner,/Expressive/Childlike,90
Edu QLD Beginner,/Expressive/Cute,15
Edu QLD Beginner,/Script/Handwritten,100
Edu QLD Beginner,/Script/Informal,60
Edu SA Beginner,/Expressive/Active,94
Edu SA Beginner,/Expressive/Childlike,90
Edu SA Beginner,/Expressive/Cute,20
Edu SA Beginner,/Script/Handwritten,100
Edu SA Beginner,/Script/Informal,60
Edu TAS Beginner,/Expressive/Active,95
Edu TAS Beginner,/Expressive/Childlike,90
Edu TAS Beginner,/Expressive/Cute,15
Edu TAS Beginner,/Script/Handwritten,100
Edu TAS Beginner,/Script/Informal,60
Edu VIC WA NT Beginner,/Expressive/Active,96
Edu VIC WA NT Beginner,/Script/Handwritten,100
Edu VIC WA NT Beginner,/Script/Informal,60
Ek Mukta,/Expressive/Business,44
Ek Mukta,/Expressive/Calm,100
Ek Mukta,/Expressive/Competent,41
Ek Mukta,/Expressive/Stiff,53
Ek Mukta,/Indic/Contemporary,100
Ek Mukta,/Sans/Humanist,100
Electrolize,/Expressive/Calm,59
Electrolize,/Expressive/Futuristic,100
Electrolize,/Expressive/Stiff,99
Electrolize,/Sans/Geometric,80
Electrolize,/Theme/Techno,100
El Messiri,/Expressive/Calm,73
El Messiri,/Expressive/Innovative,11
El Messiri,/Expressive/Loud,20
El Messiri,/Expressive/Vintage,13
El Messiri,/Sans/Glyphic,80
Elsie,/Expressive/Business,12
Elsie,/Expressive/Calm,69
Elsie,/Expressive/Loud,50
Elsie,/Expressive/Playful,21
Elsie,/Expressive/Sincere,61
Elsie,/Expressive/Vintage,48
Elsie,/Serif/Didone,90
Elsie Swash Caps,/Expressive/Business,11
Elsie Swash Caps,/Expressive/Calm,68
Elsie Swash Caps,/Expressive/Happy,24
Elsie Swash Caps,/Expressive/Loud,50
Elsie Swash Caps,/Expressive/Playful,22
Elsie Swash Caps,/Expressive/Sincere,61
Elsie Swash Caps,/Expressive/Vintage,47
Elsie Swash Caps,/Serif/Didone,100
Emblema One,/Expressive/Active,13
Emblema One,/Expressive/Loud,100
Emblema One,/Expressive/Vintage,96
Emblema One,/Theme/Stencil,100
Emblema One,/Theme/Woodtype,80
Emilys Candy,/Expressive/Awkward,44
Emilys Candy,/Expressive/Childlike,71
Emilys Candy,/Expressive/Excited,38
Emilys Candy,/Expressive/Happy,46
Emilys Candy,/Expressive/Loud,92
Emilys Candy,/Expressive/Playful,20
Emilys Candy,/Serif/Modern,80
Emilys Candy,/Theme/Distressed,20
Emilys Candy,/Theme/Wacky,80
Encode Sans Condensed,/Expressive/Business,17
Encode Sans Condensed,/Expressive/Calm,99
Encode Sans Condensed,/Expressive/Competent,73
Encode Sans Condensed,/Expressive/Stiff,76
Encode Sans Condensed,/Sans/Humanist,100
Encode Sans Expanded,/Expressive/Business,17
Encode Sans Expanded,/Expressive/Calm,99
Encode Sans Expanded,/Expressive/Competent,15
Encode Sans Expanded,/Expressive/Stiff,76
Encode Sans Expanded,/Sans/Humanist,100
Encode Sans,/Expressive/Business,57
Encode Sans,/Expressive/Calm,99
Encode Sans,/Expressive/Competent,66
Encode Sans,/Expressive/Stiff,76
Encode Sans,/Sans/Humanist,100
Encode Sans SC,/Expressive/Business,57
Encode Sans SC,/Expressive/Calm,99
Encode Sans SC,/Expressive/Competent,66
Encode Sans SC,/Expressive/Stiff,76
Encode Sans SC,/Sans/Humanist,100
Encode Sans Semi Condensed,/Expressive/Business,17
Encode Sans Semi Condensed,/Expressive/Calm,99
Encode Sans Semi Condensed,/Expressive/Competent,59
Encode Sans Semi Condensed,/Expressive/Stiff,76
Encode Sans Semi Condensed,/Sans/Humanist,100
Encode Sans Semi Expanded,/Expressive/Business,17
Encode Sans Semi Expanded,/Expressive/Calm,99
Encode Sans Semi Expanded,/Expressive/Competent,59
Encode Sans Semi Expanded,/Expressive/Stiff,76
Encode Sans Semi Expanded,/Sans/Humanist,100
Engagement,/Expressive/Artistic,94
Engagement,/Expressive/Loud,30
Engagement,/Expressive/Playful,22
Engagement,/Script/Formal,100
Engagement,/Script/Upright Script,100
Englebert,/Expressive/Awkward,51
Englebert,/Expressive/Childlike,42
Englebert,/Expressive/Cute,68
Englebert,/Expressive/Playful,48
Englebert,/Theme/Wacky,50
Enriqueta,/Expressive/Business,96
Enriqueta,/Expressive/Calm,97
Enriqueta,/Expressive/Stiff,40
Enriqueta,/Slab/Humanist,80
Ephesis,/Expressive/Artistic,99
Ephesis,/Expressive/Excited,13
Ephesis,/Expressive/Happy,31
Ephesis,/Script/Formal,100
Epilogue,/Expressive/Calm,99
Epilogue,/Expressive/Competent,13
Epilogue,/Expressive/Stiff,71
Epilogue,/Sans/Geometric,80
Erica One,/Expressive/Business,63
Erica One,/Expressive/Calm,88
Erica One,/Expressive/Loud,90
Erica One,/Expressive/Rugged,79
Erica One,/Sans/Humanist,50
Erica One,/Sans/Neo Grotesque,70
Erica One,/Theme/Woodtype,80
Esteban,/Expressive/Business,53
Esteban,/Expressive/Calm,96
Esteban,/Expressive/Playful,14
Esteban,/Expressive/Sincere,93
Esteban,/Expressive/Vintage,96
Esteban,/Serif/Transitional,100
Esteban,/Theme/Distressed,20
Estonia,/Expressive/Artistic,77
Estonia,/Expressive/Rugged,66
Estonia,/Expressive/Vintage,45
Estonia,/Script/Informal,40
Estonia,/Theme/Distressed,100
Euphoria Script,/Expressive/Artistic,40
Euphoria Script,/Expressive/Fancy,43
Euphoria Script,/Expressive/Happy,16
Euphoria Script,/Script/Formal,20
Euphoria Script,/Script/Informal,60
Ewert,/Expressive/Innovative,42
Ewert,/Expressive/Vintage,96
Ewert,/Theme/Shaded,100
Ewert,/Theme/Woodtype,20
Exo 2,/Expressive/Calm,76
Exo 2,/Expressive/Competent,51
Exo 2,/Expressive/Futuristic,79
Exo 2,/Expressive/Stiff,88
Exo 2,/Sans/Humanist,30
Exo 2,/Sans/Superellipse,100
Exo,/Expressive/Calm,75
Exo,/Expressive/Competent,33
Exo,/Expressive/Futuristic,78
Exo,/Expressive/Stiff,88
Exo,/Sans/Humanist,30
Exo,/Sans/Superellipse,100
Expletus Sans,/Expressive/Awkward,78
Expletus Sans,/Expressive/Calm,69
Expletus Sans,/Expressive/Competent,53
Expletus Sans,/Expressive/Innovative,11
Expletus Sans,/Expressive/Rugged,51
Expletus Sans,/Expressive/Stiff,40
Expletus Sans,/Sans/Humanist,20
Expletus Sans,/Sans/Superellipse,100
Expletus Sans,/Theme/Stencil,100
Explora,/Expressive/Artistic,98
Explora,/Expressive/Sophisticated,78
Explora,/Script/Formal,100
Fahkwang,/Expressive/Calm,97
Fahkwang,/Expressive/Loud,91
Fahkwang,/Sans/Grotesque,20
Familjen Grotesk,/Expressive/Calm,99
Familjen Grotesk,/Expressive/Competent,19
Familjen Grotesk,/Sans/Neo Grotesque,100
Fanwood Text,/Expressive/Business,57
Fanwood Text,/Expressive/Calm,97
Fanwood Text,/Expressive/Sincere,93
Fanwood Text,/Serif/Transitional,100
Farro,/Expressive/Business,61
Farro,/Expressive/Calm,93
Farro,/Expressive/Competent,23
Farro,/Expressive/Stiff,54
Farro,/Expressive/Vintage,96
Farro,/Sans/Glyphic,100
Farro,/Sans/Humanist,80
Farsan,/Expressive/Active,96
Farsan,/Expressive/Childlike,70
Farsan,/Script/Handwritten,100
Fascinate,/Expressive/Artistic,100
Fascinate,/Expressive/Loud,97
Fascinate Inline,/Expressive/Artistic,100
Fascinate Inline,/Expressive/Innovative,95
Fascinate Inline,/Expressive/Loud,97
Fascinate Inline,/Theme/Art Deco,100
Fascinate Inline,/Theme/Inline,100
Fascinate,/Theme/Art Deco,100
Faster One,/Expressive/Innovative,94
Faster One,/Expressive/Rugged,83
Fasthand,/Expressive/Cute,16
Fasthand,/Script/Handwritten,100
Fasthand,/Script/Informal,100
Fauna One,/Expressive/Business,3
Fauna One,/Expressive/Calm,57
Fauna One,/Expressive/Sincere,40
Fauna One,/Slab/Humanist,100
Faustina,/Expressive/Business,99
Faustina,/Expressive/Sincere,99
Faustina,/Serif/Scotch,100
Federant,/Expressive/Awkward,31
Federant,/Expressive/Futuristic,36
Federant,/Expressive/Happy,18
Federant,/Expressive/Vintage,96
Federant,/Sans/Humanist,20
Federant,/Sans/Superellipse,100
Federo,/Expressive/Artistic,50
Federo,/Expressive/Loud,50
Federo,/Sans/Grotesque,20
Federo,/Theme/Art Deco,60
Felipa,/Expressive/Artistic,60
Felipa,/Expressive/Fancy,33
Felipa,/Expressive/Sincere,62
Felipa,/Expressive/Sophisticated,92
Felipa,/Script/Formal,100
Fenix,/Expressive/Sincere,50
Fenix,/Serif/Humanist Venetian,20
Fenix,/Serif/Old Style Garalde,20
Festive,/Expressive/Artistic,100
Festive,/Expressive/Awkward,15
Festive,/Expressive/Cute,12
Festive,/Expressive/Fancy,97
Festive,/Script/Handwritten,30
Festive,/Script/Informal,100
Festive,/Theme/Wacky,40
Figtree,/Expressive/Calm,100
Figtree,/Sans/Geometric,100
Finger Paint,/Expressive/Childlike,99
Finger Paint,/Expressive/Happy,59
Finger Paint,/Expressive/Innovative,92
Finger Paint,/Expressive/Playful,92
Finger Paint,/Expressive/Rugged,72
Finlandica,/Expressive/Business,55
Finlandica,/Expressive/Calm,96
Finlandica,/Expressive/Competent,94
Finlandica,/Sans/Humanist,100
Fira Code,/Expressive/Competent,95
Fira Code,/Monospace/Monospace,100
Fira Code,/Sans/Humanist,80
Fira Code,/Slab/Humanist,30
Fira Mono,/Expressive/Competent,92
Fira Mono,/Monospace/Monospace,100
Fira Mono,/Sans/Humanist,80
Fira Mono,/Slab/Humanist,30
Fira Sans Condensed,/Expressive/Calm,98
Fira Sans Condensed,/Expressive/Competent,93
Fira Sans,/Expressive/Calm,96
Fira Sans,/Expressive/Competent,73
Fira Sans Extra Condensed,/Expressive/Calm,99
Fira Sans Extra Condensed,/Expressive/Competent,93
Fira Sans,/Sans/Humanist,100
Fjalla One,/Expressive/Calm,76
Fjalla One,/Expressive/Competent,98
Fjalla One,/Sans/Grotesque,100
Fjalla One,/Sans/Superellipse,100
Fjord One,/Expressive/Business,34
Fjord One,/Expressive/Sincere,99
Fjord One,/Serif/Scotch,80
Flamenco,/Expressive/Business,41
Flamenco,/Expressive/Calm,92
Flamenco,/Expressive/Competent,62
Flamenco,/Expressive/Cute,24
Flamenco,/Expressive/Stiff,40
Flamenco,/Sans/Geometric,50
Flamenco,/Slab/Humanist,50
Flavors,/Expressive/Awkward,47
Flavors,/Expressive/Childlike,99
Flavors,/Expressive/Excited,80
Flavors,/Expressive/Innovative,94
Flavors,/Expressive/Playful,60
Flavors,/Expressive/Rugged,99
Fleur De Leah,/Expressive/Artistic,100
Fleur De Leah,/Expressive/Fancy,100
Fleur De Leah,/Expressive/Sophisticated,98
Fleur De Leah,/Script/Formal,60
Fleur De Leah,/Script/Informal,40
Flow Block,/Not text/Symbols,100
Flow Circular,/Not text/Symbols,100
Flow Rounded,/Not text/Symbols,100
Foldit,/Expressive/Competent,100
Foldit,/Expressive/Innovative,100
Foldit,/Expressive/Rugged,99
Foldit,/Expressive/Stiff,93
Foldit,/Theme/Shaded,100
Fondamento,/Expressive/Active,56
Fondamento,/Expressive/Calm,38
Fondamento,/Expressive/Vintage,59
Fondamento,/Script/Handwritten,100
Fontdiner Swanky,/Expressive/Awkward,100
Fontdiner Swanky,/Expressive/Excited,50
Fontdiner Swanky,/Expressive/Happy,83
Fontdiner Swanky,/Theme/Wacky,100
Forum,/Expressive/Sincere,91
Forum,/Serif/Modern,100
Fragment Mono,/Expressive/Business,42
Fragment Mono,/Expressive/Calm,98
Fragment Mono,/Expressive/Stiff,64
Fragment Mono,/Sans/Grotesque,100
Francois One,/Expressive/Business,20
Francois One,/Expressive/Calm,99
Francois One,/Expressive/Competent,79
Francois One,/Expressive/Stiff,30
Francois One,/Sans/Grotesque,20
Francois One,/Sans/Humanist,10
Francois One,/Sans/Neo Grotesque,80
Frank Ruhl Libre,/Expressive/Business,46
Frank Ruhl Libre,/Expressive/Calm,96
Frank Ruhl Libre,/Expressive/Loud,54
Frank Ruhl Libre,/Expressive/Sincere,100
Frank Ruhl Libre,/Expressive/Vintage,96
Frank Ruhl Libre,/Serif/Modern,80
Fraunces,/Expressive/Artistic,50
Fraunces,/Expressive/Calm,69
Fraunces,/Expressive/Cute,13
Fraunces,/Expressive/Happy,2
Fraunces,/Expressive/Innovative,51
Fraunces,/Expressive/Loud,57
Fraunces,/Expressive/Playful,61
Fraunces,/Expressive/Sincere,90
Fraunces,/Expressive/Vintage,48
Fraunces,/Serif/Old Style Garalde,100
Fraunces,/Theme/Wacky,20
Fraunces,/Theme/Woodtype,50
Freckle Face,/Expressive/Awkward,69
Freckle Face,/Expressive/Childlike,32
Freckle Face,/Expressive/Excited,49
Freckle Face,/Expressive/Innovative,64
Freckle Face,/Expressive/Playful,77
Freckle Face,/Expressive/Rugged,83
Freckle Face,/Theme/Distressed,100
Freckle Face,/Theme/Techno,30
Freckle Face,/Theme/Wacky,70
Fredericka the Great,/Expressive/Calm,37
Fredericka the Great,/Expressive/Childlike,72
